,LCLid,stdorToU,DateTime,Acorn,Acorn_grouped,KWh
23508,MAC000018,Std,1971-05-06 00:00:00,ACORN-E,Affluent,0.22399999999999998
23509,MAC000018,Std,1971-05-06 00:30:00,ACORN-E,Affluent,0.226
23510,MAC000018,Std,1971-05-06 01:00:00,ACORN-E,Affluent,0.223
23511,MAC000018,Std,1971-05-06 01:30:00,ACORN-E,Affluent,0.366
23512,MAC000018,Std,1971-05-06 02:00:00,ACORN-E,Affluent,0.35
23513,MAC000018,Std,1971-05-06 02:30:00,ACORN-E,Affluent,0.447
23514,MAC000018,Std,1971-05-06 03:00:00,ACORN-E,Affluent,0.304
23515,MAC000018,Std,1971-05-06 03:30:00,ACORN-E,Affluent,0.314
23516,MAC000018,Std,1971-05-06 04:00:00,ACORN-E,Affluent,0.307
23517,MAC000018,Std,1971-05-06 04:30:00,ACORN-E,Affluent,0.371
23518,MAC000018,Std,1971-05-06 05:00:00,ACORN-E,Affluent,0.28600000000000003
23519,MAC000018,Std,1971-05-06 05:30:00,ACORN-E,Affluent,0.24
23520,MAC000018,Std,1971-05-06 06:00:00,ACORN-E,Affluent,0.23199999999999998
23521,MAC000018,Std,1971-05-06 06:30:00,ACORN-E,Affluent,0.231
23522,MAC000018,Std,1971-05-06 07:00:00,ACORN-E,Affluent,0.22899999999999998
23523,MAC000018,Std,1971-05-06 07:30:00,ACORN-E,Affluent,0.22899999999999998
23524,MAC000018,Std,1971-05-06 08:00:00,ACORN-E,Affluent,0.209
23525,MAC000018,Std,1971-05-06 08:30:00,ACORN-E,Affluent,0.121
23526,MAC000018,Std,1971-05-06 09:00:00,ACORN-E,Affluent,0.113
23527,MAC000018,Std,1971-05-06 09:30:00,ACORN-E,Affluent,0.105
23528,MAC000018,Std,1971-05-06 10:00:00,ACORN-E,Affluent,0.11199999999999999
23529,MAC000018,Std,1971-05-06 10:30:00,ACORN-E,Affluent,0.10800000000000001
23530,MAC000018,Std,1971-05-06 11:00:00,ACORN-E,Affluent,0.107
23531,MAC000018,Std,1971-05-06 11:30:00,ACORN-E,Affluent,0.138
23532,MAC000018,Std,1971-05-06 12:00:00,ACORN-E,Affluent,0.125
23533,MAC000018,Std,1971-05-06 12:30:00,ACORN-E,Affluent,0.10400000000000001
23534,MAC000018,Std,1971-05-06 13:00:00,ACORN-E,Affluent,0.106
23535,MAC000018,Std,1971-05-06 13:30:00,ACORN-E,Affluent,0.106
23536,MAC000018,Std,1971-05-06 14:00:00,ACORN-E,Affluent,0.106
23537,MAC000018,Std,1971-05-06 14:30:00,ACORN-E,Affluent,0.106
23538,MAC000018,Std,1971-05-06 15:00:00,ACORN-E,Affluent,0.106
23539,MAC000018,Std,1971-05-06 15:30:00,ACORN-E,Affluent,0.106
23540,MAC000018,Std,1971-05-06 16:00:00,ACORN-E,Affluent,0.107
23541,MAC000018,Std,1971-05-06 16:30:00,ACORN-E,Affluent,0.10800000000000001
23542,MAC000018,Std,1971-05-06 17:00:00,ACORN-E,Affluent,0.107
23543,MAC000018,Std,1971-05-06 17:30:00,ACORN-E,Affluent,0.10800000000000001
23544,MAC000018,Std,1971-05-06 18:00:00,ACORN-E,Affluent,0.10400000000000001
23545,MAC000018,Std,1971-05-06 18:30:00,ACORN-E,Affluent,0.122
23546,MAC000018,Std,1971-05-06 19:00:00,ACORN-E,Affluent,0.12300000000000001
23547,MAC000018,Std,1971-05-06 19:30:00,ACORN-E,Affluent,0.122
23548,MAC000018,Std,1971-05-06 20:00:00,ACORN-E,Affluent,0.22899999999999998
23549,MAC000018,Std,1971-05-06 20:30:00,ACORN-E,Affluent,1.147
23550,MAC000018,Std,1971-05-06 21:00:00,ACORN-E,Affluent,0.713
23551,MAC000018,Std,1971-05-06 21:30:00,ACORN-E,Affluent,0.147
23552,MAC000018,Std,1971-05-06 22:00:00,ACORN-E,Affluent,0.142
23553,MAC000018,Std,1971-05-06 22:30:00,ACORN-E,Affluent,0.28
23554,MAC000018,Std,1971-05-06 23:00:00,ACORN-E,Affluent,0.315
23555,MAC000018,Std,1971-05-06 23:30:00,ACORN-E,Affluent,0.408
23556,MAC000018,Std,1971-05-07 00:00:00,ACORN-E,Affluent,0.401
23557,MAC000018,Std,1971-05-07 00:30:00,ACORN-E,Affluent,0.58
23558,MAC000018,Std,1971-05-07 01:00:00,ACORN-E,Affluent,0.515
23559,MAC000018,Std,1971-05-07 01:30:00,ACORN-E,Affluent,0.64
23560,MAC000018,Std,1971-05-07 02:00:00,ACORN-E,Affluent,0.578
23561,MAC000018,Std,1971-05-07 02:30:00,ACORN-E,Affluent,0.442
23562,MAC000018,Std,1971-05-07 03:00:00,ACORN-E,Affluent,0.38
23563,MAC000018,Std,1971-05-07 03:30:00,ACORN-E,Affluent,0.35200000000000004
23564,MAC000018,Std,1971-05-07 04:00:00,ACORN-E,Affluent,0.36700000000000005
23565,MAC000018,Std,1971-05-07 04:30:00,ACORN-E,Affluent,0.355
23566,MAC000018,Std,1971-05-07 05:00:00,ACORN-E,Affluent,0.225
23567,MAC000018,Std,1971-05-07 05:30:00,ACORN-E,Affluent,0.185
23568,MAC000018,Std,1971-05-07 06:00:00,ACORN-E,Affluent,0.182
23569,MAC000018,Std,1971-05-07 06:30:00,ACORN-E,Affluent,0.129
23570,MAC000018,Std,1971-05-07 07:00:00,ACORN-E,Affluent,0.151
23571,MAC000018,Std,1971-05-07 07:30:00,ACORN-E,Affluent,0.218
23572,MAC000018,Std,1971-05-07 08:00:00,ACORN-E,Affluent,0.132
23573,MAC000018,Std,1971-05-07 08:30:00,ACORN-E,Affluent,0.127
23574,MAC000018,Std,1971-05-07 09:00:00,ACORN-E,Affluent,0.132
23575,MAC000018,Std,1971-05-07 09:30:00,ACORN-E,Affluent,0.13
23576,MAC000018,Std,1971-05-07 10:00:00,ACORN-E,Affluent,0.132
23577,MAC000018,Std,1971-05-07 10:30:00,ACORN-E,Affluent,0.126
23578,MAC000018,Std,1971-05-07 11:00:00,ACORN-E,Affluent,0.124
23579,MAC000018,Std,1971-05-07 11:30:00,ACORN-E,Affluent,0.157
23580,MAC000018,Std,1971-05-07 12:00:00,ACORN-E,Affluent,0.13
23581,MAC000018,Std,1971-05-07 12:30:00,ACORN-E,Affluent,0.124
23582,MAC000018,Std,1971-05-07 13:00:00,ACORN-E,Affluent,0.12300000000000001
23583,MAC000018,Std,1971-05-07 13:30:00,ACORN-E,Affluent,0.12300000000000001
23584,MAC000018,Std,1971-05-07 14:00:00,ACORN-E,Affluent,0.12300000000000001
23585,MAC000018,Std,1971-05-07 14:30:00,ACORN-E,Affluent,0.124
23586,MAC000018,Std,1971-05-07 15:00:00,ACORN-E,Affluent,0.124
23587,MAC000018,Std,1971-05-07 15:30:00,ACORN-E,Affluent,0.124
23588,MAC000018,Std,1971-05-07 16:00:00,ACORN-E,Affluent,0.12300000000000001
23589,MAC000018,Std,1971-05-07 16:30:00,ACORN-E,Affluent,0.124
23590,MAC000018,Std,1971-05-07 17:00:00,ACORN-E,Affluent,0.12300000000000001
23591,MAC000018,Std,1971-05-07 17:30:00,ACORN-E,Affluent,0.124
23592,MAC000018,Std,1971-05-07 18:00:00,ACORN-E,Affluent,0.12300000000000001
23593,MAC000018,Std,1971-05-07 18:30:00,ACORN-E,Affluent,0.12300000000000001
23594,MAC000018,Std,1971-05-07 19:00:00,ACORN-E,Affluent,0.136
23595,MAC000018,Std,1971-05-07 19:30:00,ACORN-E,Affluent,0.17600000000000002
23596,MAC000018,Std,1971-05-07 20:00:00,ACORN-E,Affluent,0.18600000000000003
23597,MAC000018,Std,1971-05-07 20:30:00,ACORN-E,Affluent,0.21100000000000002
23598,MAC000018,Std,1971-05-07 21:00:00,ACORN-E,Affluent,0.259
23599,MAC000018,Std,1971-05-07 21:30:00,ACORN-E,Affluent,0.337
23600,MAC000018,Std,1971-05-07 22:00:00,ACORN-E,Affluent,0.151
23601,MAC000018,Std,1971-05-07 22:30:00,ACORN-E,Affluent,0.158
23602,MAC000018,Std,1971-05-07 23:00:00,ACORN-E,Affluent,0.139
23603,MAC000018,Std,1971-05-07 23:30:00,ACORN-E,Affluent,0.124
23604,MAC000018,Std,1971-05-08 00:00:00,ACORN-E,Affluent,0.122
23605,MAC000018,Std,1971-05-08 00:30:00,ACORN-E,Affluent,0.115
23606,MAC000018,Std,1971-05-08 01:00:00,ACORN-E,Affluent,0.113
23607,MAC000018,Std,1971-05-08 01:30:00,ACORN-E,Affluent,0.113
23608,MAC000018,Std,1971-05-08 02:00:00,ACORN-E,Affluent,0.22
23609,MAC000018,Std,1971-05-08 02:30:00,ACORN-E,Affluent,0.43700000000000006
23610,MAC000018,Std,1971-05-08 03:00:00,ACORN-E,Affluent,0.302
23611,MAC000018,Std,1971-05-08 03:30:00,ACORN-E,Affluent,0.396
23612,MAC000018,Std,1971-05-08 04:00:00,ACORN-E,Affluent,0.27899999999999997
23613,MAC000018,Std,1971-05-08 04:30:00,ACORN-E,Affluent,0.19399999999999998
23614,MAC000018,Std,1971-05-08 05:00:00,ACORN-E,Affluent,0.188
23615,MAC000018,Std,1971-05-08 05:30:00,ACORN-E,Affluent,0.17
23616,MAC000018,Std,1971-05-08 06:00:00,ACORN-E,Affluent,0.139
23617,MAC000018,Std,1971-05-08 06:30:00,ACORN-E,Affluent,0.151
23618,MAC000018,Std,1971-05-08 07:00:00,ACORN-E,Affluent,0.13
23619,MAC000018,Std,1971-05-08 07:30:00,ACORN-E,Affluent,0.133
23620,MAC000018,Std,1971-05-08 08:00:00,ACORN-E,Affluent,0.132
23621,MAC000018,Std,1971-05-08 08:30:00,ACORN-E,Affluent,0.134
23622,MAC000018,Std,1971-05-08 09:00:00,ACORN-E,Affluent,0.132
23623,MAC000018,Std,1971-05-08 09:30:00,ACORN-E,Affluent,0.126
23624,MAC000018,Std,1971-05-08 10:00:00,ACORN-E,Affluent,0.127
23625,MAC000018,Std,1971-05-08 10:30:00,ACORN-E,Affluent,0.135
23626,MAC000018,Std,1971-05-08 11:00:00,ACORN-E,Affluent,0.128
23627,MAC000018,Std,1971-05-08 11:30:00,ACORN-E,Affluent,0.16
23628,MAC000018,Std,1971-05-08 12:00:00,ACORN-E,Affluent,0.134
23629,MAC000018,Std,1971-05-08 12:30:00,ACORN-E,Affluent,0.125
23630,MAC000018,Std,1971-05-08 13:00:00,ACORN-E,Affluent,0.126
23631,MAC000018,Std,1971-05-08 13:30:00,ACORN-E,Affluent,0.12300000000000001
23632,MAC000018,Std,1971-05-08 14:00:00,ACORN-E,Affluent,0.122
23633,MAC000018,Std,1971-05-08 14:30:00,ACORN-E,Affluent,0.12300000000000001
23634,MAC000018,Std,1971-05-08 15:00:00,ACORN-E,Affluent,0.12300000000000001
23635,MAC000018,Std,1971-05-08 15:30:00,ACORN-E,Affluent,0.125
23636,MAC000018,Std,1971-05-08 16:00:00,ACORN-E,Affluent,0.126
23637,MAC000018,Std,1971-05-08 16:30:00,ACORN-E,Affluent,0.125
23638,MAC000018,Std,1971-05-08 17:00:00,ACORN-E,Affluent,0.126
23639,MAC000018,Std,1971-05-08 17:30:00,ACORN-E,Affluent,0.124
23640,MAC000018,Std,1971-05-08 18:00:00,ACORN-E,Affluent,0.125
23641,MAC000018,Std,1971-05-08 18:30:00,ACORN-E,Affluent,0.127
23642,MAC000018,Std,1971-05-08 19:00:00,ACORN-E,Affluent,0.125
23643,MAC000018,Std,1971-05-08 19:30:00,ACORN-E,Affluent,0.125
23644,MAC000018,Std,1971-05-08 20:00:00,ACORN-E,Affluent,0.125
23645,MAC000018,Std,1971-05-08 20:30:00,ACORN-E,Affluent,0.13
23646,MAC000018,Std,1971-05-08 21:00:00,ACORN-E,Affluent,0.135
23647,MAC000018,Std,1971-05-08 21:30:00,ACORN-E,Affluent,0.145
23648,MAC000018,Std,1971-05-08 22:00:00,ACORN-E,Affluent,0.133
23649,MAC000018,Std,1971-05-08 22:30:00,ACORN-E,Affluent,0.14800000000000002
23650,MAC000018,Std,1971-05-08 23:00:00,ACORN-E,Affluent,0.292
23651,MAC000018,Std,1971-05-08 23:30:00,ACORN-E,Affluent,0.38799999999999996
23652,MAC000018,Std,1971-05-09 00:00:00,ACORN-E,Affluent,0.391
23653,MAC000018,Std,1971-05-09 00:30:00,ACORN-E,Affluent,0.39
23654,MAC000018,Std,1971-05-09 01:00:00,ACORN-E,Affluent,0.493
23655,MAC000018,Std,1971-05-09 01:30:00,ACORN-E,Affluent,0.294
23656,MAC000018,Std,1971-05-09 02:00:00,ACORN-E,Affluent,0.493
23657,MAC000018,Std,1971-05-09 02:30:00,ACORN-E,Affluent,0.366
23658,MAC000018,Std,1971-05-09 03:00:00,ACORN-E,Affluent,0.544
23659,MAC000018,Std,1971-05-09 03:30:00,ACORN-E,Affluent,0.451
23660,MAC000018,Std,1971-05-09 04:00:00,ACORN-E,Affluent,0.498
23661,MAC000018,Std,1971-05-09 04:30:00,ACORN-E,Affluent,0.47
23662,MAC000018,Std,1971-05-09 05:00:00,ACORN-E,Affluent,0.506
23663,MAC000018,Std,1971-05-09 05:30:00,ACORN-E,Affluent,0.415
23664,MAC000018,Std,1971-05-09 06:00:00,ACORN-E,Affluent,0.336
23665,MAC000018,Std,1971-05-09 06:30:00,ACORN-E,Affluent,0.243
23666,MAC000018,Std,1971-05-09 07:00:00,ACORN-E,Affluent,0.122
23667,MAC000018,Std,1971-05-09 07:30:00,ACORN-E,Affluent,0.128
23668,MAC000018,Std,1971-05-09 08:00:00,ACORN-E,Affluent,0.11599999999999999
23669,MAC000018,Std,1971-05-09 08:30:00,ACORN-E,Affluent,0.11699999999999999
23670,MAC000018,Std,1971-05-09 09:00:00,ACORN-E,Affluent,0.111
23671,MAC000018,Std,1971-05-09 09:30:00,ACORN-E,Affluent,0.11800000000000001
23672,MAC000018,Std,1971-05-09 10:00:00,ACORN-E,Affluent,0.12
23673,MAC000018,Std,1971-05-09 10:30:00,ACORN-E,Affluent,0.11699999999999999
23674,MAC000018,Std,1971-05-09 11:00:00,ACORN-E,Affluent,0.11
23675,MAC000018,Std,1971-05-09 11:30:00,ACORN-E,Affluent,0.142
23676,MAC000018,Std,1971-05-09 12:00:00,ACORN-E,Affluent,0.132
23677,MAC000018,Std,1971-05-09 12:30:00,ACORN-E,Affluent,0.10800000000000001
23678,MAC000018,Std,1971-05-09 13:00:00,ACORN-E,Affluent,0.162
23679,MAC000018,Std,1971-05-09 13:30:00,ACORN-E,Affluent,0.261
23680,MAC000018,Std,1971-05-09 14:00:00,ACORN-E,Affluent,0.166
23681,MAC000018,Std,1971-05-09 14:30:00,ACORN-E,Affluent,0.252
23682,MAC000018,Std,1971-05-09 15:00:00,ACORN-E,Affluent,0.115
23683,MAC000018,Std,1971-05-09 15:30:00,ACORN-E,Affluent,0.122
23684,MAC000018,Std,1971-05-09 16:00:00,ACORN-E,Affluent,0.132
23685,MAC000018,Std,1971-05-09 16:30:00,ACORN-E,Affluent,0.132
23686,MAC000018,Std,1971-05-09 17:00:00,ACORN-E,Affluent,0.12300000000000001
23687,MAC000018,Std,1971-05-09 17:30:00,ACORN-E,Affluent,0.10800000000000001
23688,MAC000018,Std,1971-05-09 18:00:00,ACORN-E,Affluent,0.109
23689,MAC000018,Std,1971-05-09 18:30:00,ACORN-E,Affluent,0.44799999999999995
23690,MAC000018,Std,1971-05-09 19:00:00,ACORN-E,Affluent,0.38299999999999995
23691,MAC000018,Std,1971-05-09 19:30:00,ACORN-E,Affluent,0.304
23692,MAC000018,Std,1971-05-09 20:00:00,ACORN-E,Affluent,0.131
23693,MAC000018,Std,1971-05-09 20:30:00,ACORN-E,Affluent,0.138
23694,MAC000018,Std,1971-05-09 21:00:00,ACORN-E,Affluent,0.128
23695,MAC000018,Std,1971-05-09 21:30:00,ACORN-E,Affluent,0.128
23696,MAC000018,Std,1971-05-09 22:00:00,ACORN-E,Affluent,0.228
23697,MAC000018,Std,1971-05-09 22:30:00,ACORN-E,Affluent,0.275
23698,MAC000018,Std,1971-05-09 23:00:00,ACORN-E,Affluent,0.22
23699,MAC000018,Std,1971-05-09 23:30:00,ACORN-E,Affluent,0.225
23700,MAC000018,Std,1971-05-10 00:00:00,ACORN-E,Affluent,0.198
23701,MAC000018,Std,1971-05-10 00:30:00,ACORN-E,Affluent,0.35600000000000004
23702,MAC000018,Std,1971-05-10 01:00:00,ACORN-E,Affluent,0.37200000000000005
23703,MAC000018,Std,1971-05-10 01:30:00,ACORN-E,Affluent,0.35
23704,MAC000018,Std,1971-05-10 02:00:00,ACORN-E,Affluent,0.32799999999999996
23705,MAC000018,Std,1971-05-10 02:30:00,ACORN-E,Affluent,0.223
23706,MAC000018,Std,1971-05-10 03:00:00,ACORN-E,Affluent,0.205
23707,MAC000018,Std,1971-05-10 03:30:00,ACORN-E,Affluent,0.128
23708,MAC000018,Std,1971-05-10 04:00:00,ACORN-E,Affluent,0.13
23709,MAC000018,Std,1971-05-10 04:30:00,ACORN-E,Affluent,0.132
23710,MAC000018,Std,1971-05-10 05:00:00,ACORN-E,Affluent,0.125
23711,MAC000018,Std,1971-05-10 05:30:00,ACORN-E,Affluent,0.125
23712,MAC000018,Std,1971-05-10 06:00:00,ACORN-E,Affluent,0.125
23713,MAC000018,Std,1971-05-10 06:30:00,ACORN-E,Affluent,0.11900000000000001
23714,MAC000018,Std,1971-05-10 07:00:00,ACORN-E,Affluent,0.127
23715,MAC000018,Std,1971-05-10 07:30:00,ACORN-E,Affluent,0.131
23716,MAC000018,Std,1971-05-10 08:00:00,ACORN-E,Affluent,0.151
23717,MAC000018,Std,1971-05-10 08:30:00,ACORN-E,Affluent,0.262
23718,MAC000018,Std,1971-05-10 09:00:00,ACORN-E,Affluent,0.21899999999999997
23719,MAC000018,Std,1971-05-10 09:30:00,ACORN-E,Affluent,0.152
23720,MAC000018,Std,1971-05-10 10:00:00,ACORN-E,Affluent,0.139
23721,MAC000018,Std,1971-05-10 10:30:00,ACORN-E,Affluent,0.129
23722,MAC000018,Std,1971-05-10 11:00:00,ACORN-E,Affluent,0.128
23723,MAC000018,Std,1971-05-10 11:30:00,ACORN-E,Affluent,0.161
23724,MAC000018,Std,1971-05-10 12:00:00,ACORN-E,Affluent,0.134
23725,MAC000018,Std,1971-05-10 12:30:00,ACORN-E,Affluent,0.126
23726,MAC000018,Std,1971-05-10 13:00:00,ACORN-E,Affluent,0.125
23727,MAC000018,Std,1971-05-10 13:30:00,ACORN-E,Affluent,0.132
23728,MAC000018,Std,1971-05-10 14:00:00,ACORN-E,Affluent,0.126
23729,MAC000018,Std,1971-05-10 14:30:00,ACORN-E,Affluent,0.127
23730,MAC000018,Std,1971-05-10 15:00:00,ACORN-E,Affluent,0.125
23731,MAC000018,Std,1971-05-10 15:30:00,ACORN-E,Affluent,0.195
23732,MAC000018,Std,1971-05-10 16:00:00,ACORN-E,Affluent,0.331
23733,MAC000018,Std,1971-05-10 16:30:00,ACORN-E,Affluent,0.316
23734,MAC000018,Std,1971-05-10 17:00:00,ACORN-E,Affluent,0.3
23735,MAC000018,Std,1971-05-10 17:30:00,ACORN-E,Affluent,0.26899999999999996
23736,MAC000018,Std,1971-05-10 18:00:00,ACORN-E,Affluent,0.172
23737,MAC000018,Std,1971-05-10 18:30:00,ACORN-E,Affluent,0.184
23738,MAC000018,Std,1971-05-10 19:00:00,ACORN-E,Affluent,0.24100000000000002
23739,MAC000018,Std,1971-05-10 19:30:00,ACORN-E,Affluent,0.23199999999999998
23740,MAC000018,Std,1971-05-10 20:00:00,ACORN-E,Affluent,0.18100000000000002
23741,MAC000018,Std,1971-05-10 20:30:00,ACORN-E,Affluent,0.188
23742,MAC000018,Std,1971-05-10 21:00:00,ACORN-E,Affluent,0.18600000000000003
23743,MAC000018,Std,1971-05-10 21:30:00,ACORN-E,Affluent,0.511
23744,MAC000018,Std,1971-05-10 22:00:00,ACORN-E,Affluent,0.22899999999999998
23745,MAC000018,Std,1971-05-10 22:30:00,ACORN-E,Affluent,0.177
23746,MAC000018,Std,1971-05-10 23:00:00,ACORN-E,Affluent,0.9540000000000001
23747,MAC000018,Std,1971-05-10 23:30:00,ACORN-E,Affluent,1.27
23748,MAC000018,Std,1971-05-11 00:00:00,ACORN-E,Affluent,0.28600000000000003
23749,MAC000018,Std,1971-05-11 00:30:00,ACORN-E,Affluent,0.149
23750,MAC000018,Std,1971-05-11 01:00:00,ACORN-E,Affluent,0.14800000000000002
23751,MAC000018,Std,1971-05-11 01:30:00,ACORN-E,Affluent,0.151
23752,MAC000018,Std,1971-05-11 02:00:00,ACORN-E,Affluent,0.13699999999999998
23753,MAC000018,Std,1971-05-11 02:30:00,ACORN-E,Affluent,0.14
23754,MAC000018,Std,1971-05-11 03:00:00,ACORN-E,Affluent,0.135
23755,MAC000018,Std,1971-05-11 03:30:00,ACORN-E,Affluent,0.129
23756,MAC000018,Std,1971-05-11 04:00:00,ACORN-E,Affluent,0.128
23757,MAC000018,Std,1971-05-11 04:30:00,ACORN-E,Affluent,0.128
23758,MAC000018,Std,1971-05-11 05:00:00,ACORN-E,Affluent,0.129
23759,MAC000018,Std,1971-05-11 05:30:00,ACORN-E,Affluent,0.128
23760,MAC000018,Std,1971-05-11 06:00:00,ACORN-E,Affluent,0.128
23761,MAC000018,Std,1971-05-11 06:30:00,ACORN-E,Affluent,0.129
23762,MAC000018,Std,1971-05-11 07:00:00,ACORN-E,Affluent,0.128
23763,MAC000018,Std,1971-05-11 07:30:00,ACORN-E,Affluent,0.128
23764,MAC000018,Std,1971-05-11 08:00:00,ACORN-E,Affluent,0.129
23765,MAC000018,Std,1971-05-11 08:30:00,ACORN-E,Affluent,0.128
23766,MAC000018,Std,1971-05-11 09:00:00,ACORN-E,Affluent,0.127
23767,MAC000018,Std,1971-05-11 09:30:00,ACORN-E,Affluent,0.127
23768,MAC000018,Std,1971-05-11 10:00:00,ACORN-E,Affluent,0.28600000000000003
23769,MAC000018,Std,1971-05-11 10:30:00,ACORN-E,Affluent,0.16899999999999998
23770,MAC000018,Std,1971-05-11 11:00:00,ACORN-E,Affluent,0.19
23771,MAC000018,Std,1971-05-11 11:30:00,ACORN-E,Affluent,0.214
23772,MAC000018,Std,1971-05-11 12:00:00,ACORN-E,Affluent,0.168
23773,MAC000018,Std,1971-05-11 12:30:00,ACORN-E,Affluent,0.205
23774,MAC000018,Std,1971-05-11 13:00:00,ACORN-E,Affluent,0.273
23775,MAC000018,Std,1971-05-11 13:30:00,ACORN-E,Affluent,0.193
23776,MAC000018,Std,1971-05-11 14:00:00,ACORN-E,Affluent,0.19399999999999998
23777,MAC000018,Std,1971-05-11 14:30:00,ACORN-E,Affluent,0.2
23778,MAC000018,Std,1971-05-11 15:00:00,ACORN-E,Affluent,0.198
23779,MAC000018,Std,1971-05-11 15:30:00,ACORN-E,Affluent,0.195
23780,MAC000018,Std,1971-05-11 16:00:00,ACORN-E,Affluent,0.24
23781,MAC000018,Std,1971-05-11 16:30:00,ACORN-E,Affluent,0.299
23782,MAC000018,Std,1971-05-11 17:00:00,ACORN-E,Affluent,0.252
23783,MAC000018,Std,1971-05-11 17:30:00,ACORN-E,Affluent,0.195
23784,MAC000018,Std,1971-05-11 18:00:00,ACORN-E,Affluent,0.183
23785,MAC000018,Std,1971-05-11 18:30:00,ACORN-E,Affluent,0.165
23786,MAC000018,Std,1971-05-11 19:00:00,ACORN-E,Affluent,0.17
23787,MAC000018,Std,1971-05-11 19:30:00,ACORN-E,Affluent,0.163
23788,MAC000018,Std,1971-05-11 20:00:00,ACORN-E,Affluent,0.163
23789,MAC000018,Std,1971-05-11 20:30:00,ACORN-E,Affluent,0.166
23790,MAC000018,Std,1971-05-11 21:00:00,ACORN-E,Affluent,0.172
23791,MAC000018,Std,1971-05-11 21:30:00,ACORN-E,Affluent,0.35100000000000003
23792,MAC000018,Std,1971-05-11 22:00:00,ACORN-E,Affluent,0.61
23793,MAC000018,Std,1971-05-11 22:30:00,ACORN-E,Affluent,0.583
23794,MAC000018,Std,1971-05-11 23:00:00,ACORN-E,Affluent,0.8079999999999999
23795,MAC000018,Std,1971-05-11 23:30:00,ACORN-E,Affluent,0.968
23796,MAC000018,Std,1971-05-12 00:00:00,ACORN-E,Affluent,0.635
23797,MAC000018,Std,1971-05-12 00:30:00,ACORN-E,Affluent,0.348
23798,MAC000018,Std,1971-05-12 01:00:00,ACORN-E,Affluent,0.355
23799,MAC000018,Std,1971-05-12 01:30:00,ACORN-E,Affluent,0.354
23800,MAC000018,Std,1971-05-12 02:00:00,ACORN-E,Affluent,0.35200000000000004
23801,MAC000018,Std,1971-05-12 02:30:00,ACORN-E,Affluent,0.354
23802,MAC000018,Std,1971-05-12 03:00:00,ACORN-E,Affluent,0.466
23803,MAC000018,Std,1971-05-12 03:30:00,ACORN-E,Affluent,0.467
23804,MAC000018,Std,1971-05-12 04:00:00,ACORN-E,Affluent,0.507
23805,MAC000018,Std,1971-05-12 04:30:00,ACORN-E,Affluent,0.302
23806,MAC000018,Std,1971-05-12 05:00:00,ACORN-E,Affluent,0.131
23807,MAC000018,Std,1971-05-12 05:30:00,ACORN-E,Affluent,0.129
23808,MAC000018,Std,1971-05-12 06:00:00,ACORN-E,Affluent,0.129
23809,MAC000018,Std,1971-05-12 06:30:00,ACORN-E,Affluent,0.128
23810,MAC000018,Std,1971-05-12 07:00:00,ACORN-E,Affluent,0.129
23811,MAC000018,Std,1971-05-12 07:30:00,ACORN-E,Affluent,0.129
23812,MAC000018,Std,1971-05-12 08:00:00,ACORN-E,Affluent,0.128
23813,MAC000018,Std,1971-05-12 08:30:00,ACORN-E,Affluent,0.129
23814,MAC000018,Std,1971-05-12 09:00:00,ACORN-E,Affluent,0.127
23815,MAC000018,Std,1971-05-12 09:30:00,ACORN-E,Affluent,0.128
23816,MAC000018,Std,1971-05-12 10:00:00,ACORN-E,Affluent,0.127
23817,MAC000018,Std,1971-05-12 10:30:00,ACORN-E,Affluent,0.127
23818,MAC000018,Std,1971-05-12 11:00:00,ACORN-E,Affluent,0.126
23819,MAC000018,Std,1971-05-12 11:30:00,ACORN-E,Affluent,0.159
23820,MAC000018,Std,1971-05-12 12:00:00,ACORN-E,Affluent,0.133
23821,MAC000018,Std,1971-05-12 12:30:00,ACORN-E,Affluent,0.126
23822,MAC000018,Std,1971-05-12 13:00:00,ACORN-E,Affluent,0.127
23823,MAC000018,Std,1971-05-12 13:30:00,ACORN-E,Affluent,0.127
23824,MAC000018,Std,1971-05-12 14:00:00,ACORN-E,Affluent,0.126
23825,MAC000018,Std,1971-05-12 14:30:00,ACORN-E,Affluent,0.126
23826,MAC000018,Std,1971-05-12 15:00:00,ACORN-E,Affluent,0.258
23827,MAC000018,Std,1971-05-12 15:30:00,ACORN-E,Affluent,0.174
23828,MAC000018,Std,1971-05-12 16:00:00,ACORN-E,Affluent,0.16899999999999998
23829,MAC000018,Std,1971-05-12 16:30:00,ACORN-E,Affluent,0.231
23830,MAC000018,Std,1971-05-12 17:00:00,ACORN-E,Affluent,0.258
23831,MAC000018,Std,1971-05-12 17:30:00,ACORN-E,Affluent,0.222
23832,MAC000018,Std,1971-05-12 18:00:00,ACORN-E,Affluent,0.267
23833,MAC000018,Std,1971-05-12 18:30:00,ACORN-E,Affluent,0.249
23834,MAC000018,Std,1971-05-12 19:00:00,ACORN-E,Affluent,0.172
23835,MAC000018,Std,1971-05-12 19:30:00,ACORN-E,Affluent,0.17800000000000002
23836,MAC000018,Std,1971-05-12 20:00:00,ACORN-E,Affluent,0.17
23837,MAC000018,Std,1971-05-12 20:30:00,ACORN-E,Affluent,0.168
23838,MAC000018,Std,1971-05-12 21:00:00,ACORN-E,Affluent,0.162
23839,MAC000018,Std,1971-05-12 21:30:00,ACORN-E,Affluent,0.147
